date,flight_number,airline_code,airline_name,departure_time,arrival_time,origin_code,destination_code
2026-05-21,FR 828,,Ryanair,2026-05-21T15:40:00.000,2026-05-21T16:55:00.000,PMI,BOH
2026-05-21,FR 5943,,Ryanair,2026-05-21T21:35:00.000,2026-05-21T22:50:00.000,PMI,BOH
2026-05-22,FR 828,,Ryanair,2026-05-22T11:15:00.000,2026-05-22T12:30:00.000,PMI,BOH
2026-05-23,FR 5943,,Ryanair,2026-05-23T11:55:00.000,2026-05-23T13:10:00.000,PMI,BOH
2026-05-23,FR 828,,Ryanair,2026-05-23T14:00:00.000,2026-05-23T15:15:00.000,PMI,BOH
2026-05-24,FR 828,,Ryanair,2026-05-24T11:45:00.000,2026-05-24T13:00:00.000,PMI,BOH
2026-05-24,FR 5943,,Ryanair,2026-05-24T21:45:00.000,2026-05-24T23:00:00.000,PMI,BOH
2026-05-25,FR 828,,Ryanair,2026-05-25T21:45:00.000,2026-05-25T23:00:00.000,PMI,BOH
2026-05-26,FR 5943,,Ryanair,2026-05-26T15:15:00.000,2026-05-26T16:30:00.000,PMI,BOH
2026-05-26,FR 828,,Ryanair,2026-05-26T19:00:00.000,2026-05-26T20:15:00.000,PMI,BOH
2026-05-27,FR 828,,Ryanair,2026-05-27T21:20:00.000,2026-05-27T22:35:00.000,PMI,BOH
2026-05-28,FR 828,,Ryanair,2026-05-28T15:40:00.000,2026-05-28T16:55:00.000,PMI,BOH
2026-05-28,FR 5943,,Ryanair,2026-05-28T21:35:00.000,2026-05-28T22:50:00.000,PMI,BOH
2026-05-29,FR 828,,Ryanair,2026-05-29T11:15:00.000,2026-05-29T12:30:00.000,PMI,BOH
2026-05-30,FR 5943,,Ryanair,2026-05-30T11:55:00.000,2026-05-30T13:10:00.000,PMI,BOH
2026-05-30,FR 828,,Ryanair,2026-05-30T14:00:00.000,2026-05-30T15:15:00.000,PMI,BOH
2026-05-31,FR 828,,Ryanair,2026-05-31T11:45:00.000,2026-05-31T13:00:00.000,PMI,BOH
2026-05-31,FR 5943,,Ryanair,2026-05-31T21:45:00.000,2026-05-31T23:00:00.000,PMI,BOH
